우편번호|일련번호|시도|시군구|읍면|도로명|시작사서함주번호 |시작사서함부번호|끝사서함주번호|끝사서함부번호
100610|006|서울특별시|중구| |서울중앙우체국사서함|1000| |1099|
100611|006|서울특별시|중구| |서울중앙우체국사서함|1100| |1199|
100612|006|서울특별시|중구| |서울중앙우체국사서함|1200| |1299|
100613|006|서울특별시|중구| |서울중앙우체국사서함|1300| |1399|
100614|006|서울특별시|중구| |서울중앙우체국사서함|1400| |1499|
100615|006|서울특별시|중구| |서울중앙우체국사서함|1500| |1599|
100616|006|서울특별시|중구| |서울중앙우체국사서함|1600| |1699|
100617|006|서울특별시|중구| |서울중앙우체국사서함|1700| |1799|
100618|006|서울특별시|중구| |서울중앙우체국사서함|1800| |1899|
100619|006|서울특별시|중구| |서울중앙우체국사서함|1900| |1999|
100620|006|서울특별시|중구| |서울중앙우체국사서함|2000| |2099|
100621|006|서울특별시|중구| |서울중앙우체국사서함|2100| |2199|
100622|006|서울특별시|중구| |서울중앙우체국사서함|2200| |2299|
100623|006|서울특별시|중구| |서울중앙우체국사서함|2300| |2399|
100624|006|서울특별시|중구| |서울중앙우체국사서함|2400| |2499|
100625|006|서울특별시|중구| |서울중앙우체국사서함|2500| |2599|
100626|006|서울특별시|중구| |서울중앙우체국사서함|2600| |2699|
100627|006|서울특별시|중구| |서울중앙우체국사서함|2700| |2799|
100628|006|서울특별시|중구| |서울중앙우체국사서함|2800| |2899|
100629|006|서울특별시|중구| |서울중앙우체국사서함|2900| |2999|
100630|006|서울특별시|중구| |서울중앙우체국사서함|3000| |3099|
100631|006|서울특별시|중구| |서울중앙우체국사서함|3100| |3199|
100632|006|서울특별시|중구| |서울중앙우체국사서함|3200| |3299|
100633|006|서울특별시|중구| |서울중앙우체국사서함|3300| |3399|
100634|006|서울특별시|중구| |서울중앙우체국사서함|3400| |3499|
100635|006|서울특별시|중구| |서울중앙우체국사서함|3500| |3599|
100636|006|서울특별시|중구| |서울중앙우체국사서함|3600| |3699|
100637|006|서울특별시|중구| |서울중앙우체국사서함|3700| |3799|
100638|006|서울특별시|중구| |서울중앙우체국사서함|3800| |3899|
100639|006|서울특별시|중구| |서울중앙우체국사서함|3900| |3999|
100640|006|서울특별시|중구| |서울중앙우체국사서함|4000| |4099|
100641|006|서울특별시|중구| |서울중앙우체국사서함|4100| |4199|
100642|006|서울특별시|중구| |서울중앙우체국사서함|4200| |4299|
100643|006|서울특별시|중구| |서울중앙우체국사서함|4300| |4399|
100644|006|서울특별시|중구| |서울중앙우체국사서함|4400| |4499|
100645|006|서울특별시|중구| |서울중앙우체국사서함|4500| |4599|
100646|006|서울특별시|중구| |서울중앙우체국사서함|4600| |4699|
100647|006|서울특별시|중구| |서울중앙우체국사서함|4700| |4799|
100648|006|서울특별시|중구| |서울중앙우체국사서함|4800| |4899|
100649|006|서울특별시|중구| |서울중앙우체국사서함|4900| |4999|
100650|006|서울특별시|중구| |서울중앙우체국사서함|5000| |5099|
100651|006|서울특별시|중구| |서울중앙우체국사서함|5100| |5199|
100652|006|서울특별시|중구| |서울중앙우체국사서함|5200| |5299|
100653|006|서울특별시|중구| |서울중앙우체국사서함|5300| |5399|
100654|006|서울특별시|중구| |서울중앙우체국사서함|5400| |5499|
100655|006|서울특별시|중구| |서울중앙우체국사서함|5500| |5599|
100656|006|서울특별시|중구| |서울중앙우체국사서함|5600| |5699|
100657|006|서울특별시|중구| |서울중앙우체국사서함|5700| |5799|
100658|006|서울특별시|중구| |서울중앙우체국사서함|5800| |5899|
100659|006|서울특별시|중구| |서울중앙우체국사서함|5900| |5999|
100660|006|서울특별시|중구| |서울중앙우체국사서함|6000| |6099|
100661|006|서울특별시|중구| |서울중앙우체국사서함|6100| |6199|
100662|006|서울특별시|중구| |서울중앙우체국사서함|6200| |6299|
131600|006|서울특별시|중랑구| |서울중랑우체국사서함|1| |99|
339829|016|세종특별자치시| |금남면|사서함|119| | |
339819|016|세종특별자치시| |연서면|사서함|90| | |
680600|006|울산광역시|남구| |남울산우체국사서함|1| |99|
682600|006|울산광역시|동구| |동울산우체국사서함|1| |99|
681600|006|울산광역시|중구| |울산우체국사서함|1| |99|
407600|006|인천광역시|계양구| |인천계양우체국사서함|1| |99|
405600|006|인천광역시|남동구| |남인천우체국사서함|1| |99|
403600|006|인천광역시|부평구| |북인천우체국사서함|1| |99|
403601|006|인천광역시|부평구| |사서함|150| | |
403799|006|인천광역시|부평구| |사서함|317| | |
403798|006|인천광역시|부평구| |사서함|803| | |
404600|006|인천광역시|서구| |서인천우체국사서함|1| |99|
404339|006|인천광역시|서구| |사서함|204| | |
406600|006|인천광역시|연수구| |인천우체국사서함|1| |99|
409919|006|인천광역시|옹진군|백령면|사서함|603|30| |
409919|036|인천광역시|옹진군|백령면|사서함|603|62| |
409919|046|인천광역시|옹진군|백령면|사서함|603|61| |
409919|016|인천광역시|옹진군|백령면|사서함|603|30|603|63
409919|026|인천광역시|옹진군|백령면|사서함|603|30|603|66
400650|006|인천광역시|중구| |인천공항우체국사서함|5000| |5099|
545610|006|전라남도|광양시| |목성우체국사서함|1000| |1099|
545600|006|전라남도|광양시| |광양우체국사서함|1| |99|
520600|006|전라남도|나주시| |나주우체국사서함|1| |99|
520620|006|전라남도|나주시| |남평우체국사서함|2000| |2099|
520610|006|전라남도|나주시| |성북동우체국사서함|1000| |1099|
530600|006|전라남도|목포시| |목포우체국사서함|1| |99|
540600|006|전라남도|순천시| |순천우체국사서함|1| |99|
550600|006|전라남도|여수시| |여수우체국사서함|1| |99|
515799|006|전라남도|장성군|삼서면|사서함|75| | |
573600|006|전라북도|군산시| |군산우체국사서함|1| |99|
576600|006|전라북도|김제시| |김제우체국사서함|1| |99|
590600|006|전라북도|남원시| |남원우체국사서함|1| |99|
570600|006|전라북도|익산시| |익산우체국사서함|1| |99|
570601|006|전라북도|익산시| |익산공단우체국사서함|100| |199|
566809|026|전라북도|임실군|임실읍|사서함|89| | |
561600|006|전라북도|전주시 덕진구| |동전주우체국사서함|1| |99|
560600|006|전라북도|전주시 완산구| |전주우체국사서함|1| |99|
580600|006|전라북도|정읍시| |정읍우체국사서함|1| |99|
697600|006|제주특별자치도|서귀포시| |서귀포우체국사서함|1| |99|
690600|006|제주특별자치도|제주시| |제주우체국사서함|1| |99|
690610|006|제주특별자치도|제주시| |제주우편집중국사서함|1000| |1099|
321929|006|충청남도|계룡시|신도안면|사서함|501| | |
314600|006|충청남도|공주시| |공주우체국사서함|1| |99|
320839|006|충청남도|논산시|연무읍|사서함|76| | |
320600|006|충청남도|논산시| |논산우체국사서함|1| |99|
355600|006|충청남도|보령시| |보령우체국사서함|1| |99|
356828|006|충청남도|서산시|해미면|사서함|384| | |
356600|006|충청남도|서산시| |서산우체국사서함|1| |99|
356601|006|충청남도|서산시| |서산대산우체국사서함|100| |199|
336600|006|충청남도|아산시| |아산우체국사서함|1| |99|
331600|016|충청남도|천안시 서북구| |천안우체국사서함|1| |200|
367809|016|충청북도|괴산군|괴산읍|사서함|310| | |
390600|006|충청북도|제천시| |제천우체국사서함|1| |99|
368909|006|충청북도|증평군|증평읍|사서함|82| |82|29
360849|016|충청북도|청주시 상당구|남일면|사서함|335| | |
360600|006|충청북도|청주시 상당구| |청주우체국사서함|1| |99|
363939|006|충청북도|청주시 청원구|내수읍|사서함|308| | |
361600|026|충청북도|청주시 흥덕구| |서청주우체국사서함|1| |99|
380829|006|충청북도|충주시|금가면|사서함|383| | |
380600|006|충청북도|충주시| |충주우체국사서함|1| |99|
